,Unnamed: 0,language,summary,date,rating,negative,neutral,positive,compound,similarity
229,229,Worst prodct they are simply fooling customers by launching at premium places.....had a severe skin allergy after using....no1 to takecare...Shweta9630012350,worst prodct they are simply fooling customers by launching at premium placeshad a severe skin allergy after using to takecare,2020-03-25,1,0.37,0.63,0.0,-0.8555,0.94486666
230,230,"Déçue ! Jamais de vrai promotions sur des produits relativement onéreux ! seulement des fausses soldes sur des produits non intéressants, la fidélisation et considération du client n'est apparemment pas la priorité - Dommage, des concurrents ont cette politique 😒",disappointed never real promotions on relatively expensive products only fake sales on uninteresting products customer loyalty and consideration is apparently not the priority  too bad competitors have this policy ,2020-02-23,1,0.254,0.654,0.092,-0.7351,0.9549662
231,231,"I recently had to contact their customer service department over a missing parcel. I spoke to Lilia who was amazing!  She couldn't do enough to help.I honestly don't remember the last time I have ever been dealt with by someone so eloquent and professional it was an absolute pleasure.She was also able to deal with my complaint with Royal Mail within 48 hours as opposed to their '10 working day' rule.Thankfully I was reunited with my parcel after it had been incorrectly delivered to the wrong address - thank goodness there are still some honest people out there!Additionally, the items I ordered are fabulous - as always!",i recently had to contact their customer service department over a missing parcel i spoke to lilia who was amazing she couldnt do enough to helpi honestly dont remember the last time i have ever been dealt with by someone so eloquent and professional it was an absolute pleasureshe was also able to deal with my complaint with royal mail within hours as opposed to their  working day rulethankfully i was reunited with my parcel after it had been incorrectly delivered to the wrong address  thank goodness there are still some honest people out thereadditionally the items i ordered are fabulous  as always,2020-02-21,1,0.066,0.769,0.166,0.91,0.9767332
232,232,"I’ve been enjoying using Citrus Verbena Eau de Toilette for the last year so I included the citrus verbena shampoo and conditioner in my Christmas list. My son purchased these for me as my gift. Unfortunately on first use I had an immediate allergic reaction to them where the skin under my eyes became red, dry and swollen. I’ve obviously stopped using them but I’m sharing this experience mainly as I’m very curious as to what potential irritant could be in these products - especially given I’d been using the Eau de toilette without a problem - and also - at 57 - I’ve never reacted to a shampoo or conditioner before and don’t consider myself to have particularly sensitive skin.",ive been enjoying using citrus verbena eau de toilette for the last year so i included the citrus verbena shampoo and conditioner in my christmas list my son purchased these for me as my gift unfortunately on first use i had an immediate allergic reaction to them where the skin under my eyes became red dry and swollen ive obviously stopped using them but im sharing this experience mainly as im very curious as to what potential irritant could be in these products  especially given id been using the eau de toilette without a problem  and also  at  ive never reacted to a shampoo or conditioner before and dont consider myself to have particularly sensitive skin,2020-02-20,3,0.073,0.815,0.112,0.7119,0.95456576
233,233,It was my first time that I visited the L'occitane store in Clapham Junction and I found Vivienne the Sales Advisor attentative with great product knowledge.  Overall I had the most pleasant shopping experience.,it was my first time that i visited the loccitane store in clapham junction and i found vivienne the sales advisor attentative with great product knowledge overall i had the most pleasant shopping experience,2020-02-14,2,0.0,0.79,0.21,0.8268,0.96493924
234,234,"I had a great experience at occitaine regent street yesterday 10th January 6pm I was approached by an assistant who was very friendly and thought me all about the products she recommended I had an hand massage which was such a great experience . Aisha massage was amazing. And prompted me to buy the hand cream straight away. when I came into shop I had no intention to buy hand cream , she explained very well the benefit of the product and I saw immediate results with the hand cream . At the end of the massage I watched the assistant go up to another member of staff and asked if she could help them. This person was quite rude to her which surprised me . Otherwise great experience overall .",i had a great experience at occitaine regent street yesterday january i was approached by an assistant who was very friendly and thought me all about the products she recommended i had an hand massage which was such a great experience  aisha massage was amazing and prompted me to buy the hand cream straight away when i came into shop i had no intention to buy hand cream  she explained very well the benefit of the product and i saw immediate results with the hand cream  at the end of the massage i watched the assistant go up to another member of staff and asked if she could help them this person was quite rude to her which surprised me  otherwise great experience overall ,2020-02-03,1,0.037,0.654,0.309,0.9905,0.9188819
235,235,"I received an email for my “birthday gift”, which promised free shipping. I read the fine print thoroughly.  I was billed for the shipping.  When I called Customer Service, I was told I had to spend $49.  I tried explaining, but it fell on deaf ears.  I also sent 2 emails without response.  If this is how they treat their customers, then I’m out!  Very disappointed.  I agree with the comments in the review below!!!  From now on, I am shopping elsewhere!!!",i received an email for my birthday gift which promised free shipping i read the fine print thoroughly i was billed for the shipping when i called customer service i was told i had to spend  i tried explaining but it fell on deaf ears i also sent emails without response if this is how they treat their customers then im out very disappointed i agree with the comments in the review below from now on i am shopping elsewhere,2020-01-31,2,0.056,0.768,0.176,0.7832,0.96226
236,236,"I have used Loccitane for many, many years but over this past year I have only experienced one problem after another-from products to customer service to their webstore. Their products are costly and for the amount of money I spend I expect MUCH better service and far LESS aggravation. Sadly, I am DONE with this company and have started looking for alternate products. By the looks of other's reviews as well, apparently I have not been the only one. You only have yourself to blame Locs- Don't bite the hands that feed you!",i have used loccitane for many many years but over this past year i have only experienced one problem after anotherfrom products to customer service to their webstore their products are costly and for the amount of money i spend i expect much better service and far less aggravation sadly i am done with this company and have started looking for alternate products by the looks of others reviews as well apparently i have not been the only one you only have yourself to blame locs dont bite the hands that feed you,2020-01-30,5,0.116,0.818,0.066,-0.6165,0.96725124
237,237,This shop is amazing. It has the best customer service I have ever received. Today I visited L'occitane en Provence for the first time in Toowoomba at Grand Central and it was an experience worth sharing. One of the staff members came up to me within first 30 seconds of arriving at the store. She asked me if I would like try a sampler of their hand cream and explained to me that they were completely peanut free as well as describing the process of making them. I am very pleased with the service I received today and I would definitely recommend this shop to anyone looking to buy good quality skin-care products.,this shop is amazing it has the best customer service i have ever received today i visited loccitane en provence for the first time in toowoomba at grand central and it was an experience worth sharing one of the staff members came up to me within first seconds of arriving at the store she asked me if i would like try a sampler of their hand cream and explained to me that they were completely peanut free as well as describing the process of making them i am very pleased with the service i received today and i would definitely recommend this shop to anyone looking to buy good quality skincare products,2020-01-19,2,0.0,0.706,0.294,0.9885,0.97214866
238,238,Placed two online orders as Christmas presents on Dec 1st and received them on Dec 6th..the items were wrapped nicely and came in the loccitane gift boxes. Delighted with the purchase and overall service.,placed two online orders as christmas presents on dec and received them on dec the items were wrapped nicely and came in the loccitane gift boxes delighted with the purchase and overall service,2020-01-13,5,0.0,0.767,0.233,0.8442,0.96040684
239,239,"I agree with other users that the service isn't the best, but the quality of products is quite good. I'm using hand and body creams for some years, and I can tell you that my skin is happy! The texture is light, the cream absorbs fast. My skin feels hydrated and moistured. And this smell! Feels like a real perfume. My favorite one is Terre de Lumière L'eau Radiant Balm for hands&body.Unfortunately, the brand should pay attention to the level of customer service so that the quality of service meets the product's.",i agree with other users that the service isnt the best but the quality of products is quite good im using hand and body creams for some years and i can tell you that my skin is happy the texture is light the cream absorbs fast my skin feels hydrated and moistured and this smell feels like a real perfume my favorite one is terre de lumière leau radiant balm for handsbodyunfortunately the brand should pay attention to the level of customer service so that the quality of service meets the products,2020-01-11,5,0.034,0.724,0.242,0.9776,0.9800023
240,240,"Just terrible! They advertised that if you order by Dec 17, the package would arrive before Christmas. I ordered on Dec 15. I got a notification of shipping on the 20th. I’ve been tracking the shipping and the only thing that has happened is that L’OCCITANE has created a shipping label and not even dropped it off. When I called, they wouldn’t do anything and were rudeness tried to blame it on Canada Post. They said they shipped it already even though I have the tracking details in front of me which say they have not. I told them we are leaving on vacation after Christmas and I will now have a package that I no longer need just sitting on my front doorstep. They said I needed to call Canada Post.  So it’s my problem now. I’m sure I will be sitting on the phone for hours. I will never order from them again. They falsely advertised they would deliver before Christmas to get orders and never even shipped them. Disgusting corporate behaviour!",just terrible they advertised that if you order by dec  the package would arrive before christmas i ordered on dec  i got a notification of shipping on the  ive been tracking the shipping and the only thing that has happened is that loccitane has created a shipping label and not even dropped it off when i called they wouldnt do anything and were rudeness tried to blame it on canada post they said they shipped it already even though i have the tracking details in front of me which say they have not i told them we are leaving on vacation after christmas and i will now have a package that i no longer need just sitting on my front doorstep they said i needed to call canada post so its my problem now im sure i will be sitting on the phone for hours i will never order from them again they falsely advertised they would deliver before christmas to get orders and never even shipped them disgusting corporate behaviour,2020-01-10,1,0.097,0.878,0.025,-0.9055,0.9630746
241,241,"I bought a bottle of almond oil which was leaking. When I phoned their customer service, I was told that it was my fault as I must have dropped the bottle. When I explained that I hadn't the customer service person told me that he wasn't going to help me. I then emailed my complaint and about 4 days later, the manager emailed me back to ask me where i bought it. I responded to her within 30 minutes and I haven't heard from her since. It has been nearly 2 weeks since I made the complaint. The oil also ruined my wooden unit. I will never buy from this company again as they don't care about their customers and treat us with utter disrespect.",i bought a bottle of almond oil which was leaking when i phoned their customer service i was told that it was my fault as i must have dropped the bottle when i explained that i hadnt the customer service person told me that he wasnt going to help me i then emailed my complaint and about days later the manager emailed me back to ask me where i bought it i responded to her within minutes and i havent heard from her since it has been nearly weeks since i made the complaint the oil also ruined my wooden unit i will never buy from this company again as they dont care about their customers and treat us with utter disrespect,2020-01-08,1,0.147,0.831,0.022,-0.9214,0.96514416
242,242,"Horrible! Said it would arrive by last week.  Still waiting, and horrendous customer service online. I'll not go through this ordeal again.  Buy elsewhere.",horrible said it would arrive by last week still waiting and horrendous customer service online ill not go through this ordeal again buy elsewhere,2019-12-31,5,0.325,0.675,0.0,-0.8779,0.96428597
243,243,"Bought my wife vouchers to allow her to buy her favourite products. But in store offers, spend so much get a free gift etc. were not available for voucher spends, only cash. This is ridiculous as I paid cash for the vouchers. Won't be buying them again.",bought my wife vouchers to allow her to buy her favourite products but in store offers spend so much get a free gift etc were not available for voucher spends only cash this is ridiculous as i paid cash for the vouchers wont be buying them again,2019-12-27,5,0.06,0.754,0.187,0.7843,0.96418107
244,244,Extremely frustrated that they do not deliver to my business address. I live in a city where packages are quickly stolen off the sidewalk where they are delivered. I don't know of or use any other business with this policy.,extremely frustrated that they do not deliver to my business address i live in a city where packages are quickly stolen off the sidewalk where they are delivered i dont know of or use any other business with this policy,2019-12-25,4,0.165,0.835,0.0,-0.7841,0.9667493
245,245,"Ridiculously long time for delivery,  ordered something while off work on holiday,  knowing I would be home for delivery,  order still hasn't been delivered a week later back to work tomorrow,  delivery of my order will be left in hot sun, very disappointed won't be shopping here again",ridiculously long time for delivery ordered something while off work on holiday knowing i would be home for delivery order still hasnt been delivered a week later back to work tomorrow delivery of my order will be left in hot sun very disappointed wont be shopping here again,2019-12-23,1,0.113,0.835,0.052,-0.4754,0.95218503
246,246,"Beware the coupon codes! I received two difference codes, one for the holidays in general one for Cyber Monday. Even though I purchased $78 of products, apparently neither of these coupon codes was available for my order. SCAM.",beware the coupon codes i received two difference codes one for the holidays in general one for cyber monday even though i purchased  of products apparently neither of these coupon codes was available for my order scam,2019-12-20,1,0.094,0.84,0.066,-0.2732,0.961182
247,247,First time purchasing from loccitane - went to Norwich branch was served by Kerry who was absolutly fab! Knew her products and was so very helpful wld definatly go back again. Thank you Kerry brilliant customer service well done. So polite,first time purchasing from loccitane  went to norwich branch was served by kerry who was absolutly fab knew her products and was so very helpful wld definatly go back again thank you kerry brilliant customer service well done so polite,2019-12-19,1,0.0,0.703,0.297,0.9296,0.9572814
248,248,"My first experience with this brand and its awesome. I normally buy biotherm homme. But I was on a business trip and ran out of moisturizer . On my way through Houston Airport. I found this brand, I looked for a few biotherm products in the other stores but they had marked them up. So I said let's give l'occitane  a try. I bought their aqua moistuzer which is good. Just the sent was a bit",my first experience with this brand and its awesome i normally buy biotherm homme but i was on a business trip and ran out of moisturizer  on my way through houston airport i found this brand i looked for a few biotherm products in the other stores but they had marked them up so i said lets give loccitane a try i bought their aqua moistuzer which is good just the sent was a bit,2019-12-19,1,0.0,0.908,0.092,0.7506,0.9307966
249,249,"Cancelled my order, offered a 20% discount by way of apology, had to chase twice now and they still haven’t sent it to me.  Very poor customer service.",cancelled my order offered a  discount by way of apology had to chase twice now and they still havent sent it to me very poor customer service,2019-12-18,1,0.182,0.777,0.041,-0.6361,0.94709843
250,250,"I had an extremely bad experience with L'occitane.I recently bought a Cedrat Stick Deodorant for £17.50 from the Canary Wharf store. I decided to return it today after two uses, because I'd noticed that the scent disappeared after a few hours. I gave L'occitane the benefit of the doubt, because I assumed it was a bad batch, and returned it.  When I arrived in store, I explained the situation to the lady at the counter, who immediately and abruptly refused to refund the product because it'd been opened. I explained that I was of the opinion it was faulty, and pointed out that a £1 stick of deodorant from the local supermarket lasted longer than this product. Instead of just refunding the product, the lady then rudely said that she wears the deodorant, and that it's not faulty. She also took it upon herself to smell the deodorant stick I'd bought and again said it wasn't faulty and that there was no damage. She said that unless I'd had an allergy or there was damage, she wouldn't give a full refund. I respectfully told her that she was wearing a different deodorant stick, so couldn't comment on if the one I'd bought was faulty. I also pointed out that as I was the one who'd been wearing it all day, I was in the best position to say if it was working or not. I again advised that perhaps the deodorant was from a bad batch. The lady then walked over to the display where there were the other deodorants, and told me that they were all from the same batch, and that the other ones were fine. I again pointed out that the one I'd bought was not, and that she couldn't comment on any of them, until they'd been worn. I suggested that customer services might want to do a proper investigation into the entire batch, and asked her if she was accusing me of lying. She said she wasn't. At this point, she said she'd call customer services, and went into the back. She then came out, and told me that she'd refund it. As part of the refund, she took it upon herself to take back the welcome card I'd been given and didn't apologise for her behaviour. I left the store extremely shaken and upset. I feel that from the second I went into the store, I was treated with suspicion, contempt and rudeness. I feel that given that L'occitane is supposed to be a high end store, and it sells high end goods, that when someone makes a reasonable observation about the quality of the goods, the product should be refunded without an argument. I wouldn't recommend the Canary Wharf store because of this. I complained to L'occitane, and it appears I've now got a resolution from them, which is good. But the experience should still never have happened, and I would think twice about using them again.",i had an extremely bad experience with loccitanei recently bought a cedrat stick deodorant for  from the canary wharf store i decided to return it today after two uses because id noticed that the scent disappeared after a few hours i gave loccitane the benefit of the doubt because i assumed it was a bad batch and returned it when i arrived in store i explained the situation to the lady at the counter who immediately and abruptly refused to refund the product because itd been opened i explained that i was of the opinion it was faulty and pointed out that a  stick of deodorant from the local supermarket lasted longer than this product instead of just refunding the product the lady then rudely said that she wears the deodorant and that its not faulty she also took it upon herself to smell the deodorant stick id bought and again said it wasnt faulty and that there was no damage she said that unless id had an allergy or there was damage she wouldnt give a full refund i respectfully told her that she was wearing a different deodorant stick so couldnt comment on if the one id bought was faulty i also pointed out that as i was the one whod been wearing it all day i was in the best position to say if it was working or not i again advised that perhaps the deodorant was from a bad batch the lady then walked over to the display where there were the other deodorants and told me that they were all from the same batch and that the other ones were fine i again pointed out that the one id bought was not and that she couldnt comment on any of them until theyd been worn i suggested that customer services might want to do a proper investigation into the entire batch and asked her if she was accusing me of lying she said she wasnt at this point she said shed call customer services and went into the back she then came out and told me that shed refund it as part of the refund she took it upon herself to take back the welcome card id been given and didnt apologise for her behaviour i left the store extremely shaken and upset i feel that from the second i went into the store i was treated with suspicion contempt and rudeness i feel that given that loccitane is supposed to be a high end store and it sells high end goods that when someone makes a reasonable observation about the quality of the goods the product should be refunded without an argument i wouldnt recommend the canary wharf store because of this i complained to loccitane and it appears ive now got a resolution from them which is good but the experience should still never have happened and i would think twice about using them again,2019-12-13,1,0.095,0.875,0.03,-0.9662,0.96523225
251,251,"I had a slight problem with an order and they were really efficient, fast and friendly sorting everything out.",i had a slight problem with an order and they were really efficient fast and friendly sorting everything out,2019-12-02,2,0.117,0.609,0.274,0.5563,0.9012792
252,252,"Just placed my order and a little miffed.  I've never used this company before and am hopeful the gifts I have purchased work out.  They collected sales tax when they don't need to in my state, and after giving my information and signing up for the $20 ""VIP"" savings, the codes didn't work.  Right now, I'm hesitant to trust what they have written because this seems shady. . . .",just placed my order and a little miffed ive never used this company before and am hopeful the gifts i have purchased work out they collected sales tax when they dont need to in my state and after giving my information and signing up for the  vip savings the codes didnt work right now im hesitant to trust what they have written because this seems shady   ,2019-12-01,5,0.027,0.805,0.168,0.8834,0.9574897
253,253,"Back in July I ordered a gift as a present for my mum. There was an issue with the delivery (not the fault of L'Occitane).  Mary in the Customer Service team was amazing, sorting out the issue quickly and extremely kindly.  Outstanding level of customer service and quality products to match. Definitely using again in the near future. Cheers,Mark",back in july i ordered a gift as a present for my mum there was an issue with the delivery  mary in the customer service team was amazing sorting out the issue quickly and extremely kindly outstanding level of customer service and quality products to match definitely using again in the near future cheersmark,2019-11-29,4,0.0,0.728,0.272,0.9529,0.9668722
254,254,"Poor customer service. Royal Mail lost my parcel and i asked Loccitane for a refund. Customer care said that i will receive my parcel ""tomorrow"" and they can t give my money back. ""Tomorrow"" no parcel , they lied to me and i hope i will get my money back somehow.Never again .",poor customer service royal mail lost my parcel and i asked loccitane for a refund customer care said that i will receive my parcel tomorrow and they can t give my money back tomorrow no parcel  they lied to me and i hope i will get my money back somehownever again ,2019-11-23,1,0.184,0.705,0.11,-0.4767,0.90688205
255,255,Tested on Animals.Will never buy their products again as they support the testing of them on animals in China.If they were against animal testing the would not supply to China but they do and are aware their products are tested on animals.Very disappointing.,tested on animalswill never buy their products again as they support the testing of them on animals in chinaif they were against animal testing the would not supply to china but they do and are aware their products are tested on animalsvery disappointing,2019-11-16,1,0.091,0.87,0.039,-0.5346,0.9575011
256,256,"Fantastic service and knowledgeable advice from David, charming bilingual manager at Regent Stret Flagship Store in early August.Shop, mini hand massage and macaroons in Cafe all sublime.Highly recommend.",fantastic service and knowledgeable advice from david charming bilingual manager at regent stret flagship store in early augustshop mini hand massage and macaroons in cafe all sublimehighly recommend,2019-10-31,5,0.0,0.613,0.387,0.926,0.96717614
257,257,"I received very poor customer service at L’occitane, Rushden Lakes, England. Whilst browsing in the store, I mentioned to the sales assistant  - Gill Bradley - that the ‘Fabulous Oil’ has a similar fragrance to the ‘70% Shea Butter’, both of which I already own and love. I was trying to find out what gives it that lovely fragrance. She told me that that  fragrance is the natural smell of Shea butter. I corrected her and stated that pure Shea butter has a strong nutty smell, however, obviously, L’occitane’s Shea butter has gone through a treatment process to remove the smell and the ‘70% Butter’ is replaced with the lovely fragrance that I had aforementioned, and was trying to find out about. Instead of listening, Gill insisted that the odour I was detecting was the smell of ‘natural’ Shea butter; she also dismissively concluded that her L’occitane training told her as such. It was clear that she didn’t know about the brand’s Shea product and was visibly irritated that I was correcting her. Not once did I raise my voice or shout at all. I just loved the fragrance and was genuinely trying to be complimentary and have a pleasant conversation. At that point, I asked to speak to a manager because I didn’t appreciate her tone. She stated that she was in charge of the store. I told her that I was very dissatisfied with her manner and wished to formally complain.Instead of facing up to her cold manner with me, she chose to speak over me by repeating herself constantly about the ‘training’ she had received with regards to Shea butter. I was staggered by her ‘sorry not sorry’ attitude. I felt no warmth; I received no smile during my shopping experience today. Instead, Gill was abrupt and apathetic. If she had  just taken the time to listen to me, then it would not have led to this negative situation.I spend a lot of money at L’occitane and have always encountered very professional and pleasant members of staff at Rushden Lakes. Unfortunately, last Friday was my first encounter with Gill and I was utterly appalled at her rude tone and unfriendly manner, so much so that I was entirely put off spending any money at the shop. I left, feeling awkward, antagonised and perplexed.Gill must re-evaluate her front of house manner with customers; she must remember that she’s representing the L’occitane brand. Gill must also review her knowledge on the brand’s Shea product. It’s utterly fruitless to call oneself a sales assistant; to sell products to customers when one’s knowledge about L’occitane’s products are limited or entirely incorrect.The apathy of Gill put me off shopping in the Rushden Lakes store again.",i received very poor customer service at loccitane rushden lakes england whilst browsing in the store i mentioned to the sales assistant  gill bradley  that the fabulous oil has a similar fragrance to the  shea butter both of which i already own and love i was trying to find out what gives it that lovely fragrance she told me that that fragrance is the natural smell of shea butter i corrected her and stated that pure shea butter has a strong nutty smell however obviously loccitanes shea butter has gone through a treatment process to remove the smell and the  butter is replaced with the lovely fragrance that i had aforementioned and was trying to find out about instead of listening gill insisted that the odour i was detecting was the smell of natural shea butter she also dismissively concluded that her loccitane training told her as such it was clear that she didnt know about the brands shea product and was visibly irritated that i was correcting her not once did i raise my voice or shout at all i just loved the fragrance and was genuinely trying to be complimentary and have a pleasant conversation at that point i asked to speak to a manager because i didnt appreciate her tone she stated that she was in charge of the store i told her that i was very dissatisfied with her manner and wished to formally complaininstead of facing up to her cold manner with me she chose to speak over me by repeating herself constantly about the training she had received with regards to shea butter i was staggered by her sorry not sorry attitude i felt no warmth i received no smile during my shopping experience today instead gill was abrupt and apathetic if she had just taken the time to listen to me then it would not have led to this negative situationi spend a lot of money at loccitane and have always encountered very professional and pleasant members of staff at rushden lakes unfortunately last friday was my first encounter with gill and i was utterly appalled at her rude tone and unfriendly manner so much so that i was entirely put off spending any money at the shop i left feeling awkward antagonised and perplexedgill must reevaluate her front of house manner with customers she must remember that shes representing the loccitane brand gill must also review her knowledge on the brands shea product its utterly fruitless to call oneself a sales assistant to sell products to customers when ones knowledge about loccitanes products are limited or entirely incorrectthe apathy of gill put me off shopping in the rushden lakes store again,2019-10-30,2,0.088,0.815,0.097,0.8485,0.97860634
258,258,Worst brand in the Indian market. They have the most highly priced products and the most disinterested staff. If you expect to have a relationship beyond buying products never trust this brand. Probably the worst kind of services and management you can expect. I am eligible to be a VIP member since last year and I never received my membership card despite writing so many emails to even the Head of Marketing in India. Their products just have a perception of being great for skin but honestly the market has a lot many better brands who care about their customers and offer cost effective products.Hate Loccitane!!,worst brand in the indian market they have the most highly priced products and the most disinterested staff if you expect to have a relationship beyond buying products never trust this brand probably the worst kind of services and management you can expect i am eligible to be a vip member since last year and i never received my membership card despite writing so many emails to even the head of marketing in india their products just have a perception of being great for skin but honestly the market has a lot many better brands who care about their customers and offer cost effective productshate loccitane,2019-10-18,5,0.058,0.765,0.177,0.9437,0.9766103
259,259,"Très déçue par un service client qui ne met pas le client au centre. Pourtant dans ""service-client"", il y a ""client""... Se faire agresser au téléphone, alors même que l'entreprise ne respecte pas elle-même son contrat... Commandé le 16 juin, rien reçu le 15 juillet, et double prélèvement sur mon compte, tout cela avec un service client agressif et peu compréhensif. Ce qui est sûr, c'est que je ne re-commanderais pas là-bas !!!",very disappointed with customer service that does not put the customer at the center yet in customer service there is customer being attacked on the phone even though the company itself does not respect its contract ordered on june  nothing received on july  and double charge on my account all this with aggressive and not very understanding customer service what is certain is that i would not reorder there ,2019-09-27,1,0.139,0.833,0.028,-0.815,0.9306043
260,260,"I've been given some samplers from my daughter, who raves about the product. They smell nice but don't seem very moisturising. Gone in seconds. I have better results with sorbolene. Sorry, but this product is just average to me.",ive been given some samplers from my daughter who raves about the product they smell nice but dont seem very moisturising gone in seconds i have better results with sorbolene sorry but this product is just average to me,2019-09-06,1,0.034,0.829,0.136,0.6486,0.9693353
261,261,"Après quasiment un mois de commande, le colis n'est toujours pas arrivé. De plus la service clientèle ne réagit absolument pas. La seule réponse est qu'il faut attendre et on vous remboura mais quand on ne sait pas.",after almost a month of ordering the package has still not arrived also customer service is completely unresponsive the only answer is that you have to wait and you will be reimbursed but when you dont know,2019-08-30,5,0.0,1.0,0.0,0.0,0.9676082
262,262,"Excellent service and friendliness in the Tunbridge Wells store today for my wife and I from Hollie. Men’s Cedrat range is great, thanks.",excellent service and friendliness in the tunbridge wells store today for my wife and i from hollie mens cedrat range is great thanks,2019-08-16,1,0.0,0.52,0.48,0.9403,0.9769565
263,263,Great shop! Loving the outlet in Portsmouth Quays - the service is second to none and it's practically impossible to leave the shop without buying something as it's all so well priced and displayed. Love this place!,great shop loving the outlet in portsmouth quays  the service is second to none and its practically impossible to leave the shop without buying something as its all so well priced and displayed love this place,2019-07-17,1,0.025,0.658,0.317,0.9407,0.97707677
264,264,"I attended the Westfield branch in Shepherds Bush today. I was greeted by an excellent customer advisor who was really knowledgable, Svetla went above and beyond and I am very happy with my purchase. Will be going back.",i attended the westfield branch in shepherds bush today i was greeted by an excellent customer advisor who was really knowledgable svetla went above and beyond and i am very happy with my purchase will be going back,2019-07-15,1,0.0,0.766,0.234,0.8687,0.98017496
265,265,"Service client extraordinaire,  je demande à  retourner un produit qui ne me convenait pas sous 14 jours, le service client  l'occitane me demande de renvoyer les échantillons offert par eux , c'est unique :)",extraordinary customer service i ask to return a product that did not suit me within days loccitane customer service asks me to return the samples offered by them its unique ,2019-07-13,3,0.0,1.0,0.0,0.0,0.9479404
266,266,"Katastrophale Abwicklung. Direkt bei L’Occitane bestellt wurde eine Geschenkbox für 50€. Am Mittwochmittag bestellt, damit sie am Dienstag beim Geburtstagskind ankommt.Angegebene Lieferzeit: 2-3 Werktage.Es folgten diverse Werbeemails und eine wirre Info wegen „Nichtverfügbarkeit“, auf die ich reagieren sollte und die sich später als „technischer Fehler“ herausstellte (es handelte sich um einen Werbeflyer, der nicht verfügbar war, aber natürlich auch nie bestellt wurde). Erst am Samstagabend dann eine E-Mail, dass die Ware erst das Lager (in Frankreich!) verlassen hätte und nun nochmal 3-4 Tage benötigt, um geliefert zu werden. Dass jede E-Mail mit „Einen wunderschönen guten Tag“ beginnt, macht es nur noch lächerlicher.Die Logistik inkl. Kommunikation und angegebene Lieferzeiten passen definitiv nicht zu den überzogenen Preisen.Einfach nur anstrengend und unzuverlässig. Nie wieder!",catastrophic settlement a gift box was ordered directly from loccitane for  ordered on wednesday afternoon so that it arrives at the birthday child on tuesday specified delivery time  working days various advertising emails followed and confused information about unavailability to which i was supposed to react and which later turned out to be a technical error  then on saturday evening an email that the goods had just left the warehouse and now needed another  days to be delivered the fact that every email starts with have a nice day makes it even more ridiculous the logistics including communication and delivery times given definitely dont match the excessive prices just exhausting and unreliable never again,2019-07-08,1,0.109,0.823,0.068,-0.624,0.9724939
267,267,"I am recently new to buying L'Occitane products and have to say I am completely hooked. The smell is divine and the quality of the products are first class. I am currently using the hand and foot cream as well as the Shea face soap and normal body soap and my skin is so soft as a result. On a recent visit to the Cardiff store, your sales assistant Amy was amazing and helped both myself and my mother in law with lots of information which resulted in us both coming away with lots of goodies. She is a credit to L'Occitane! I'm sure I will be adding to my collection very soon as I have lots of samples to try of other products.",i am recently new to buying loccitane products and have to say i am completely hooked the smell is divine and the quality of the products are first class i am currently using the hand and foot cream as well as the shea face soap and normal body soap and my skin is so soft as a result on a recent visit to the cardiff store your sales assistant amy was amazing and helped both myself and my mother in law with lots of information which resulted in us both coming away with lots of goodies she is a credit to loccitane im sure i will be adding to my collection very soon as i have lots of samples to try of other products,2019-07-06,5,0.0,0.862,0.138,0.9485,0.9580594
268,268,J'ai passer commande  et je devais avoir une trousse de bienvenue comme indiquer sur le récapitulatif.J'étais impatiente de recevoir mon colis et quand je le reçoit y'avait pas ma trouve mais des échantillons a la place.J'ai appeler le service client il mon dit que c'était normal.Je suis déçu,i placed an order and i had to have a welcome kit as indicated on the summary i was impatient to receive my package and when i received it there was not my find but samples instead i called the customer service he told me it was normal im disappointed,2019-06-22,5,0.118,0.841,0.041,-0.5789,0.91414213
269,269,"L'occitane has a sneaky portion of their terms and conditions that states that they can cancel any order at any time. I placed an order on 4/10, and apparently that order was canceled on 4/16. I never received a written notice or confirmation of my order being canceled. When I realized that I never received a shipping notice I called customer service to ask about the order. I was told that there were ""discrepancies"" in my information, but they could not pinpoint what the issue was. According to my order confirmation all of my shipping, billing, and credit card information was 100% correct. I never received the cancellation email. The customer service rep made no effort to remedy the situation or turn the situation around. I was literally told over and over again that ""regrettably, the order has been canceled."" So why not try to reorder it for me? Why not try to offer me some sort of discount for my troubles? I explained that this was a birthday gift for my mother and that this was extremely troubling to me as a long time customer of their brand, but they did not seem to care.",loccitane has a sneaky portion of their terms and conditions that states that they can cancel any order at any time i placed an order on  and apparently that order was canceled on  i never received a written notice or confirmation of my order being canceled when i realized that i never received a shipping notice i called customer service to ask about the order i was told that there were discrepancies in my information but they could not pinpoint what the issue was according to my order confirmation all of my shipping billing and credit card information was  correct i never received the cancellation email the customer service rep made no effort to remedy the situation or turn the situation around i was literally told over and over again that regrettably the order has been canceled so why not try to reorder it for me why not try to offer me some sort of discount for my troubles i explained that this was a birthday gift for my mother and that this was extremely troubling to me as a long time customer of their brand but they did not seem to care,2019-06-21,5,0.112,0.852,0.036,-0.9341,0.94856846
